Words,freq,No_Match,Entered
freizügig,16,0,0
freizügigkeit,16,0,0
fremdenhass,16,0,0
fremdenverkehrsamt,16,0,0
fremdkörper,16,0,0
fremdsprachig,16,0,0
fremdverschulden,16,0,0
frequentieren,16,0,0
frequentiert,16,0,0
freundschaftskreis,16,0,0
freundschaftssingen,16,0,0
friedenskonferenz,16,0,0
friedensmission,16,0,0
friedensnobelpreis,16,0,0
friedensnobelpreisträger,16,0,0
friedenspreis,16,0,0
friedhofskapelle,16,0,0
friseurin,16,0,0
friseursalon,16,0,0
frisieren,16,0,0
fristgerecht,16,0,0
frivol,16,0,0
frohlocken,16,0,0
frohlockt,16,0,0
frömmigkeit,16,0,0
frontalzusammenstoß,16,0,0
frösteln,16,0,0
fruchtbarkeit,16,0,0
fruchtig,16,0,0
fruchtsaft,16,0,0
frühausgabe,16,0,0
früherkennung,16,0,0
früherziehung,16,0,0
frühgeschichte,16,0,0
frühjahrskonzert,16,0,0
frühjahrsputz,16,0,0
frühkindlich,16,0,0
frühlingshaft,16,0,0
frühlingskonzert,16,0,0
frühmorgen,16,0,0
frühpension,16,0,0
frühwarnsystem,16,0,0
frühwerk,16,0,0
frühzeit,16,0,0
fühler,16,0,0
führe,16,0,0
führerhaus,16,0,0
fuhrmann,16,0,0
führungsebene,16,0,0
führungsetage,16,0,0
führungsgremium,16,0,0
führungsriege,16,0,0
führungsspieler,16,0,0
führungstor,16,0,0
führungswechsel,16,0,0
füllung,16,0,0
fundgrube,16,0,0
fundieren,16,0,0
fundsache,16,0,0
fundstelle,16,0,0
fünfhundert,16,0,0
fünfkampf,16,0,0
fünfmalig,16,0,0
fünfstellig,16,0,0
fünfstündig,16,0,0
funkausstellung,16,0,0
funkbild,16,0,0
funkgerät,16,0,0
funkhaus,16,0,0
funkstille,16,0,0
funktionalität,16,0,0
funktionell,16,0,0
funktionsträger,16,0,0
funktionstüchtig,16,0,0
funktionsweise,16,0,0
funkturm,16,0,0
fürbitte,16,0,0
furchtlos,16,0,0
füreinander,16,0,0
fürsorglich,16,0,0
fürsprecher,16,0,0
fürstenland,16,0,0
fürstin,16,0,0
fußballclub,16,0,0
fußballfeld,16,0,0
fußballklub,16,0,0
fußballmeister,16,0,0
fußballschuh,16,0,0
fußballstar,16,0,0
fußballtrainer,16,0,0
fußballweltmeisterschaft,16,0,0
fußgängerbrücke,16,0,0
fußgängerin,16,0,0
fußgängerüberweg,16,0,0
fußgruppe,16,0,0
fußmarsch,16,0,0
fußnote,16,0,0
fußtritt,16,0,0
fußverletzung,16,0,0
futtermittel,16,0,0
fütterung,16,0,0
futur,16,0,0
galant,16,0,0
galgen,16,0,0
galionsfigur,16,0,0
galle,16,0,0
galopp,16,0,0
galoppieren,16,0,0
gams,16,0,0
gänsehaut,16,0,0
ganzseitig,16,0,0
ganztags,16,0,0
ganztagsangebot,16,0,0
ganztagsbetreuung,16,0,0
garaus,16,0,0
gardasee,16,0,0
gardetanz,16,0,0
gardine,16,0,0
garen,16,0,0
gären,16,0,0
gartenanlage,16,0,0
gartenarbeit,16,0,0
gartenbau,16,0,0
gartenfreund,16,0,0
gartenhaus,16,0,0
gartenschau,16,0,0
gartenzaun,16,0,0
gartenzwerg,16,0,0
gasexplosion,16,0,0
gasflasche,16,0,0
gaskammer,16,0,0
gasleitung,16,0,0
gaspedal,16,0,0
gaspistole,16,0,0
gassenhauer,16,0,0
gastchor,16,0,0
gästebuch,16,0,0
gastfreundlich,16,0,0
gastgeschenk,16,0,0
gastkommentar,16,0,0
gastland,16,0,0
gastredner,16,0,0
gastronomiebetrieb,16,0,0
gaststättenverband,16,0,0
gastwirtschaft,16,0,0
gatt,16,0,0
gaul,16,0,0
gaumenfreude,16,0,0
gazette,16,0,0
geartet,16,0,0
gebärde,16,0,0
gebärden,16,0,0
gebärdensprache,16,0,0
gebäudeteil,16,0,0
gebein,16,0,0
geber,16,0,0
geberland,16,0,0
gebietskörperschaft,16,0,0
gebietsliga,16,0,0
gebietsreform,16,0,0
gebiss,16,0,0
gebrannt,16,0,0
gebraten,16,0,0
gebrauchsgegenstand,16,0,0
gebrauchtwagen,16,0,0
gebrechlich,16,0,0
gebucht,16,0,0
gebührenerhöhung,16,0,0
gebührenordnung,16,0,0
gebührenpflichtig,16,0,0
geburtenrate,16,0,0
geburtsdatum,16,0,0
geburtshaus,16,0,0
geburtshilfe,16,0,0
geburtsstadt,16,0,0
geburtsstunde,16,0,0
geburtstagsfest,16,0,0
geburtstagsgeschenk,16,0,0
geburtstagsparty,16,0,0
gedächtniskirche,16,0,0
gedankenlos,16,0,0
gedankenspiel,16,0,0
gedenkstein,16,0,0
gedenkveranstaltung,16,0,0
gedichtband,16,0,0
gedrungen,16,0,0
geduldet,16,0,0
geeint,16,0,0
gefächert,16,0,0
gefahren,16,0,0
gefahrenzone,16,0,0
gefahrlos,16,0,0
gefährtin,16,0,0
gefällt,16,0,0
gefangenenlager,16,0,0
gefeit,16,0,0
gefesselt,16,0,0
gefestigt,16,0,0
gefiedert,16,0,0
geflecht,16,0,0
geflohen,16,0,0
geflüchtet,16,0,0
geflügelt,16,0,0
gefolgschaft,16,0,0
geformt,16,0,0
gefrierpunkt,16,0,0
gefüge,16,0,0
gefühlt,16,0,0
gegenbesuch,16,0,0
gegendemonstrant,16,0,0
gegenläufig,16,0,0
gegenliebe,16,0,0
gegenrichtung,16,0,0
gegenständlich,16,0,0
gegensteuern,16,0,0
gegenstoß,16,0,0
gegenübersehen,16,0,0
gegenübersitzen,16,0,0
gegenüberstellung,16,0,0
gegenvorschlag,16,0,0
gegenwartskunst,16,0,0
gegenwert,16,0,0
gegliedert,16,0,0
gegnerschaft,16,0,0
gehackt,16,0,0
gehbehindert,16,0,0
gehegt,16,0,0
geheimdienstchef,16,0,0
geheimdienstler,16,0,0
geheimhalten,16,0,0
geheimhaltung,16,0,0
geheimtip,16,0,0
geheimtippen,16,0,0
geheiß,16,0,0
gehilfe,16,0,0
gehöft,16,0,0
gehölz,16,0,0
geier,16,0,0
geigerin,16,0,0
geiseldrama,16,0,0
geiselhaft,16,0,0
geisterfahrer,16,0,0
geistern,16,0,0
geisteswissenschaft,16,0,0
geistreich,16,0,0
geiz,16,0,0
geizen,16,0,0
gejagt,16,0,0
gekannt,16,0,0
gekennzeichnet,16,0,0
geklärt,16,0,0
geklont,16,0,0
gekrönt,16,0,0
gekündigt,16,0,0
gekürt,16,0,0
gel,16,0,0
gelaufe,16,0,0
gelaufen,16,0,0
geldhahn,16,0,0
geldhaus,16,0,0
geldmarkt,16,0,0
geldmenge,16,0,0
geldmittel,16,0,0
geldnot,16,0,0
geldpolitisch,16,0,0
geldpreis,16,0,0
geldquelle,16,0,0
geldsegen,16,0,0
geleit,16,0,0
gelenkt,16,0,0
geliefert,16,0,0
geliehen,16,0,0
gelinde,16,0,0
gelöbnis,16,0,0
gelöst,16,0,0
gemahlin,16,0,0
gemahnen,16,0,0
gemäldegalerie,16,0,0
gemeindeammann,16,0,0
gemeindeanteil,16,0,0
gemeindearbeiter,16,0,0
gemeindebücherei,16,0,0
gemeindebund,16,0,0
gemeindebüro,16,0,0
gemeindechef,16,0,0
gemeindefest,16,0,0
gemeindeglied,16,0,0
gemeindehalle,16,0,0
gemeindekasse,16,0,0
gemeindeleben,16,0,0
gemeindeparlament,16,0,0
gemeinderatsfraktion,16,0,0
gemeinderatsmitglied,16,0,0
gemeindewald,16,0,0
gemeindlich,16,0,0
gemeinheit,16,0,0
gemeinschaftsprojekt,16,0,0
gemeinschaftswährung,16,0,0
gemetzel,16,0,0
gemietet,16,0,0
genauestens,16,0,0
gendarmenmarkt,16,0,0
gendarmerieposten,16,0,0
genehm,16,0,0
genehmigungsbehörde,16,0,0
genehmigungsdirektion,16,0,0
generalbundesanwalt,16,0,0
generaldirektion,16,0,0
generalkonsul,16,0,0
generalkonsulat,16,0,0
generalmajor,16,0,0
generalmusikdirektor,16,0,0
generalsanierung,16,0,0
generalstaatsanwaltschaft,16,0,0
generalstab,16,0,0
generalunternehmer,16,0,0
generalvikar,16,0,0
generator,16,0,0
generieren,16,0,0
genesis,16,0,0
genick,16,0,0
genmanipuliert,16,0,0
genom,16,0,0
genossenschaftlich,16,0,0
genossenschaftsbank,16,0,0
genossin,16,0,0
genozid,16,0,0
gentest,16,0,0
genüge,16,0,0
genussvoll,16,0,0
geografie,16,0,0
geologie,16,0,0
geometrie,16,0,0
geopolitisch,16,0,0
gepäckstück,16,0,0
geplänkel,16,0,0
geplatzt,16,0,0
gepriesen,16,0,0
gepunktet,16,0,0
gequält,16,0,0
geradestehen,16,0,0
geradewegs,16,0,0
geradlinig,16,0,0
geräteturnen,16,0,0
geraubt,16,0,0
geräuchert,16,0,0
geräuschlos,16,0,0
gerettet,16,0,0
gerichtsbarkeit,16,0,0
gerichtsbeschluss,16,0,0
gerichtsgebäude,16,0,0
gerichtsmediziner,16,0,0
gerichtsverhandlung,16,0,0
gerichtsvollzieher,16,0,0
gerieben,16,0,0
geringverdiener,16,0,0
germanist,16,0,0
geröll,16,0,0
gerstensaft,16,0,0
geruchsbelästigung,16,0,0
gerüchteküche,16,0,0
geruhsam,16,0,0
gerüttelt,16,0,0
gesamtausgabe,16,0,0
gesamtbetriebsrat,16,0,0
gesamtbevölkerung,16,0,0
gesamtbild,16,0,0
gesamteindruck,16,0,0
gesamtergebnis,16,0,0
gesamteuropäisch,16,0,0
gesamtfläche,16,0,0
gesamtgewicht,16,0,0
gesamthaft,16,0,0
gesamtlänge,16,0,0
gesamtleistung,16,0,0
gesamtleitung,16,0,0
gesamtmarkt,16,0,0
gesamtmetall,16,0,0
gesamtpaket,16,0,0
gesamtprojekt,16,0,0
gesamtrang,16,0,0
gesamtsumme,16,0,0
gesamtverband,16,0,0
gesamtwerk,16,0,0
gesangsverein,16,0,0
gesättigt,16,0,0
geschäftig,16,0,0
geschäftsbank,16,0,0
geschäftsbeziehung,16,0,0
geschäftsentwicklung,16,0,0
geschäftsfrau,16,0,0
geschäftsidee,16,0,0
geschäftsinhaber,16,0,0
geschäftskunde,16,0,0
geschäftslage,16,0,0
geschäftsleiter,16,0,0
geschäftsmodell,16,0,0
geschäftspolitik,16,0,0
geschäftsprüfungskommission,16,0,0
geschäftsreisende,16,0,0
geschäftsvolumen,16,0,0
geschäftswelt,16,0,0
geschenkartikel,16,0,0
geschenkt,16,0,0
gescheut,16,0,0
geschichtsschreibung,16,0,0
geschichtsverein,16,0,0
geschildert,16,0,0
geschlechtsspezifisch,16,0,0
geschlechtsverkehr,16,0,0
geschliffen,16,0,0
geschmacklos,16,0,0
geschmackvoll,16,0,0
geschnitzt,16,0,0
geschockt,16,0,0
gescholten,16,0,0
geschossen,16,0,0
geschraubt,16,0,0
geschrumpft,16,0,0
geschunden,16,0,0
geschwätz,16,0,0
geschwindigkeitsbegrenzung,16,0,0
geschwindigkeitskontrolle,16,0,0
geschwollen,16,0,0
geschwungen,16,0,0
gesegnet,16,0,0
gesellenprüfung,16,0,0
gesellschaftshaus,16,0,0
gesellschaftsspiel,16,0,0
gesenkt,16,0,0
gesetzesinitiative,16,0,0
gesetzeslage,16,0,0
gesetzestext,16,0,0
gesetzesvorlage,16,0,0
gesetzgebungsverfahren,16,0,0
gesetzmäßigkeit,16,0,0
gesichtsausdruck,16,0,0
gesichtszug,16,0,0
gesinnt,16,0,0
gespeichert,16,0,0
gespendet,16,0,0
gespickt,16,0,0
gesponsert,16,0,0
gesprächsabend,16,0,0
gesprächsbereit,16,0,0
gesprächsbereitschaft,16,0,0
gesprächsrund,16,0,0
gesprächsthema,16,0,0
gest,16,0,0
gestalter,16,0,0
gestaltungsmöglichkeit,16,0,0
gestärkt,16,0,0
gestattet,16,0,0
gesteck,16,0,0
gestell,16,0,0
gestikulieren,16,0,0
gestrandet,16,0,0
gestreckt,16,0,0
gestreift,16,0,0
gestreng,16,0,0
gestrichen,16,0,0
gestrickt,16,0,0
gestrüpp,16,0,0
gestus,16,0,0
gestüt,16,0,0
gestützt,16,0,0
gestylt,16,0,0
gesundheitsbereich,16,0,0
gesundheitsexperte,16,0,0
gesundheitsfond,16,0,0
gesundheitsförderung,16,0,0
gesundheitsgefahr,16,0,0
gesundheitsgefährden,16,0,0
gesundheitspolitisch,16,0,0
gesundheitsrisiko,16,0,0
gesundheitsschädlich,16,0,0
gesundheitsschutz,16,0,0
gesundheitstag,16,0,0
gesundheitsversorgung,16,0,0
gesundheitsvorsorge,16,0,0
gesundung,16,0,0
getan,16,0,0
getarnt,16,0,0
getätigt,16,0,0
getestet,16,0,0
getöse,16,0,0
getränkesteuer,16,0,0
getrocknet,16,0,0
getümmel,16,0,0
gewährleistung,16,0,0
gewaltakt,16,0,0
gewaltanwendung,16,0,0
gewaltprävention,16,0,0
gewalttätigkeit,16,0,0
gewaltverbrechen,16,0,0
gewandet,16,0,0
gewerbeschau,16,0,0
gewerbesteuereinnahme,16,0,0
gewerbsmäßig,16,0,0
gewichten,16,0,0
gewichtheben,16,0,0
gewichtheber,16,0,0
gewichtung,16,0,0
gewidmet,16,0,0
gewieft,16,0,0
gewinnbringend,16,0,0
gewinneinbruch,16,0,0
gewinnklasse,16,0,0
gewinnmitnahme,16,0,0
gewinnzahl,16,0,0
gewitzt,16,0,0
gewogen,16,0,0
gewöhnungsbedürftig,16,0,0
gewölbekeller,16,0,0
gewollt,16,0,0
geysir,16,0,0
gezerre,16,0,0
giebel,16,0,0
gieren,16,0,0
gießener,16,0,0
giftgas,16,0,0
giftstoff,16,0,0
gig,16,0,0
gilde,16,0,0
gin,16,0,0
gings,16,0,0
giraffe,16,0,0
girokonto,16,0,0
giroverband,16,0,0
gladiator,16,0,0
glamourös,16,0,0
glanzleistung,16,0,0
glanzlos,16,0,0
glanzparade,16,0,0
glanzpunkt,16,0,0
glanzstück,16,0,0
glanzzeit,16,0,0
glaser,16,0,0
glashaus,16,0,0
glashütte,16,0,0
glasscheibe,16,0,0
glastür,16,0,0
glatteis,16,0,0
glatze,16,0,0
glaubensbekenntnis,16,0,0
glaubensgemeinschaft,16,0,0
gläubigerbank,16,0,0
gleichbedeutend,16,0,0
gleichgeschlechtlich,16,0,0
gleichgestellt,16,0,0
gleichklang,16,0,0
gleichnis,16,0,0
gleichschritt,16,0,0
gleichstand,16,0,0
gleichstellungsbeauftragte,16,0,0
gleichstellungsbeauftragter,16,0,0
gleichung,16,0,0
gleichziehen,16,0,0
gleißen,16,0,0
gliederung,16,0,0
gliedmaßen,16,0,0
glockenspiel,16,0,0
glockenturm,16,0,0
glöckner,16,0,0
glosse,16,0,0
glotzen,16,0,0
glücksbringer,16,0,0
glücksgefühl,16,0,0
glücksgriff,16,0,0
glückspilz,16,0,0
glücksrad,16,0,0
glühen,16,0,0
glut,16,0,0
goldgrube,16,0,0
goldpreis,16,0,0
goldrichtig,16,0,0
goldschmied,16,0,0
golfstaat,16,0,0
gorilla,16,0,0
gospelchor,16,0,0
gottesdienstbesucher,16,0,0
gottheit,16,0,0
gottlob,16,0,0
goutieren,16,0,0
grabenkampf,16,0,0
grabmal,16,0,0
grabstätte,16,0,0
gradmesser,16,0,0
gram,16,0,0
grammatik,16,0,0
graphisch,16,0,0
grasen,16,0,0
grässlich,16,0,0
grat,16,0,0
grauenhaft,16,0,0
grauenvoll,16,0,0
grauzone,16,0,0
grazie,16,0,0
greifvogel,16,0,0
grenzbereich,16,0,0
grenzkontrolle,16,0,0
grenzland,16,0,0
grenznah,16,0,0
grenzpolizei,16,0,0
grenzregion,16,0,0
grenzstadt,16,0,0
greuel,16,0,0
greueltat,16,0,0
grillabend,16,0,0
grillplatz,16,0,0
grippewelle,16,0,0
grölen,16,0,0
groll,16,0,0
grollen,16,0,0
grooven,16,0,0
großanlass,16,0,0
großaufgebot,16,0,0
großchance,16,0,0
großdemonstration,16,0,0
großfahndung,16,0,0
großgemeinde,16,0,0
großgeschrieben,16,0,0
großgrundbesitzer,16,0,0
großhändler,16,0,0
großleinwand,16,0,0
großrat,16,0,0
großräumig,16,0,0
großsporthalle,16,0,0
größenwahn,16,0,0
großziehen,16,0,0
großzügigkeit,16,0,0
grotte,16,0,0
gruft,16,0,0
grundausstattung,16,0,0
grundbesitz,16,0,0
grundbesitzer,16,0,0
grundbuch,16,0,0
grunddurchgang,16,0,0
gründerin,16,0,0
gründervater,16,0,0
gründerzeit,16,0,0
gründerzentrum,16,0,0
grundfeste,16,0,0
grundfläche,16,0,0
grundgebühr,16,0,0
grundgedanke,16,0,0
grundgesetzänderung,16,0,0
grundhaltung,16,0,0
grundidee,16,0,0
grundkenntnis,16,0,0
grundlagenforschung,16,0,0
grundlinie,16,0,0
grundmauer,16,0,0
grundnahrungsmittel,16,0,0
gründonnerstag,16,0,0
grundordnung,16,0,0
grundpreis,16,0,0
grundprinzip,16,0,0
grundregel,16,0,0
grundsatzbeschluss,16,0,0
grundsatzentscheidung,16,0,0
grundsatzfrage,16,0,0
grundsatzprogramm,16,0,0
grundschulkind,16,0,0
grundstimmung,16,0,0
grundstock,16,0,0
grundstückspreis,16,0,0
gründungsjahr,16,0,0
gründungsversammlung,16,0,0
grundvoraussetzung,16,0,0
grundwert,16,0,0
grünflächenamt,16,0,0
grünland,16,0,0
grünstreifen,16,0,0
grüppchen,16,0,0
gruppenarbeit,16,0,0
gruppenleiter,16,0,0
gruppenphase,16,0,0
gruppenraum,16,0,0
gruppensieger,16,0,0
gruppenstunde,16,0,0
gruppieren,16,0,0
gruseln,16,0,0
guerillero,16,0,0
gulasch,16,0,0
gülle,16,0,0
gummistiefel,16,0,0
gürtellinie,16,0,0
gutbürgerlich,16,0,0
güterbahnhof,16,0,0
gutgehen,16,0,0
gutgelaunt,16,0,0
gutgläubig,16,0,0
gütig,16,0,0
gütlich,16,0,0
gutschreiben,16,0,0
gutshof,16,0,0
guttun,16,0,0
gymnasial,16,0,0
gymnastikgruppe,16,0,0
gynäkologe,16,0,0
gynäkologie,16,0,0
haarig,16,0,0
haarscharf,16,0,0
habgier,16,0,0
habilitation,16,0,0
hack,16,0,0
hacke,16,0,0
hacken,16,0,0
hafenstraße,16,0,0
haftbar,16,0,0
haftbedingung,16,0,0
haftenbleiben,16,0,0
haftentlassung,16,0,0
haftpflicht,16,0,0
haftpflichtversicherung,16,0,0
hagel,16,0,0
hager,16,0,0
hähnchen,16,0,0
halbe,16,0,0
halbfinalist,16,0,0
halbfinalspiel,16,0,0
halbiert,16,0,0
halbjährig,16,0,0
halbleiter,16,0,0
halbpension,16,0,0
halbseitig,16,0,0
halbwüchsig,16,0,0
halde,16,0,0
halfpipe,16,0,0
halleluja,16,0,0
hallenmeisterschaft,16,0,0
hallensaison,16,0,0
hallenstadion,16,0,0
halm,16,0,0
halsbrecherisch,16,0,0
halse,16,0,0
haltbarkeit,16,0,0
halteverbot,16,0,0
hamburg,16,0,0
hamburgerin,16,0,0
hamburgisch,16,0,0
häme,16,0,0
hämisch,16,0,0
hamster,16,0,0
handbewegung,16,0,0
handbremse,16,0,0
händedruck,16,0,0
handelfmeter,16,0,0
handelsakademie,16,0,0
handelsbeziehung,16,0,0
handelskonzern,16,0,0
handelspartner,16,0,0
handelsregister,16,0,0
handelsschluss,16,0,0
handelsschule,16,0,0
handelsüblich,16,0,0
handelsunternehmen,16,0,0
händeringend,16,0,0
handgemacht,16,0,0
handgemenge,16,0,0
handgepäck,16,0,0
handgreiflich,16,0,0
handgreiflichkeit,16,0,0
handhabe,16,0,0
handlanger,16,0,0
handlungsfähigkeit,16,0,0
handschriftlich,16,0,0
handspiel,16,0,0
handumdrehen,16,0,0
handwerkskunst,16,0,0
handwerkszeug,16,0,0
handzettel,16,0,0
hängenbleiben,16,0,0
hänger,16,0,0
hanse,16,0,0
hanseatisch,16,0,0
häppchen,16,0,0
happening,16,0,0
hardrock,16,0,0
harmonika,16,0,0
harmonisieren,16,0,0
harmonium,16,0,0
hartgesotten,16,0,0
hartnäckigkeit,16,0,0
haschen,16,0,0
hasten,16,0,0
hats,16,0,0
hatz,16,0,0
hauchen,16,0,0
haudegen,16,0,0
hauer,16,0,0
häufigkeit,16,0,0
häufung,16,0,0
hauptakteur,16,0,0
hauptaktionär,16,0,0
hauptangeklagte,16,0,0
hauptanliegen,16,0,0
hauptattraktion,16,0,0
hauptberuf,16,0,0
hauptkommissar,16,0,0
hauptlauf,16,0,0
häuptling,16,0,0
hauptort,16,0,0
hauptperson,16,0,0
hauptstelle,16,0,0
haupttäter,16,0,0
hauptteil,16,0,0
haupttribüne,16,0,0
hauptverdächtig,16,0,0
hauptverwaltung,16,0,0
hauptwohnsitz,16,0,0
hausaufgabenhilfe,16,0,0
hausbank,16,0,0
hausbau,16,0,0
hauseingang,16,0,0
hausfriedensbruch,16,0,0
haushälterin,16,0,0
haushaltsexperte,16,0,0
haushaltsführung,16,0,0
haushaltsgerät,16,0,0
haushaltshilfe,16,0,0
haushaltskonsolidierung,16,0,0
haushaltsloch,16,0,0
haushaltsmittel,16,0,0
haushaltspolitik,16,0,0
haushaltssperre,16,0,0
haushoh,16,0,0
hauskreis,16,0,0
hausmüll,16,0,0
hausnummer,16,0,0
hausrat,16,0,0
hausse,16,0,0
haustechnik,16,0,0
hausverbot,16,0,0
hauswirtschaftlich,16,0,0
hautkrebs,16,0,0
havarie,16,0,0
hebeln,16,0,0
hebesatz,16,0,0
heckenschütze,16,0,0
heerschar,16,0,0
heerstraße,16,0,0
hefe,16,0,0
hegering,16,0,0
hehlerei,16,0,0
heidnisch,16,0,0
heilbad,16,0,0
heiliger,16,0,0
heiligtum,16,0,0
heillos,16,0,0
heilpädagogisch,16,0,0
heilpflanze,16,0,0
heilpraktiker,16,0,0
heilsam,16,0,0
heilsarmee,16,0,0
heimatdorf,16,0,0
heimatfest,16,0,0
heimatforscher,16,0,0
heimatfreund,16,0,0
heimatgeschichte,16,0,0
heimathaus,16,0,0
heimatlos,16,0,0
heimatmarkt,16,0,0
heimatschutz,16,0,0
heimbilanz,16,0,0
heimelf,16,0,0
heimelig,16,0,0
heimerfolg,16,0,0
heimkommen,16,0,0
heimleiterin,16,0,0
heimleitung,16,0,0
heimmannschaft,16,0,0
heimpleite,16,0,0
heimpremiere,16,0,0
heimstark,16,0,0
heimstärke,16,0,0
heimstätte,16,0,0
heimteam,16,0,0
heimwerker,16,0,0
heiser,16,0,0
heißluftballon,16,0,0
heizkörper,16,0,0
heizkraftwerk,16,0,0
hektare,16,0,0
heldenhaft,16,0,0
hellblau,16,0,0
hellhörig,16,0,0
helligkeit,16,0,0
hemmnis,16,0,0
hemmschwelle,16,0,0
henker,16,0,0
herabfallen,16,0,0
herabhängen,16,0,0
herablassen,16,0,0
herabsetzung,16,0,0
herabstürzen,16,0,0
herannahen,16,0,0
heranreichen,16,0,0
heranreifen,16,0,0
heranrücken,16,0,0
herantragen,16,0,0
herauf,16,0,0
heraufsetzen,16,0,0
heraufziehen,16,0,0
herausbekommen,16,0,0
herausbilden,16,0,0
herausbrechen,16,0,0
herausfahren,16,0,0
herausfallen,16,0,0
herausfordernd,16,0,0
heraushaben,16,0,0
herausheben,16,0,0
herauslesen,16,0,0
herausputzen,16,0,0
herausreißen,16,0,0
herausrücken,16,0,0
herausschneiden,16,0,0
herausstreichen,16,0,0
heraussuchen,16,0,0
heraustreten,16,0,0
herausziehen,16,0,0
herbeigerufen,16,0,0
herbeisehnen,16,0,0
herbstfest,16,0,0
herbstkonzert,16,0,0
herbstmarkt,16,0,0
herbstsaison,16,0,0
hereinfallen,16,0,0
hereingeben,16,0,0
herfallen,16,0,0
hergang,16,0,0
herhaben,16,0,0
heringsessen,16,0,0
herkules,16,0,0
hermachen,16,0,0
hermetisch,16,0,0
hernach,16,0,0
heros,16,0,0
herrenlos,16,0,0
herrgott,16,0,0
herrlichkeit,16,0,0
herrühren,16,0,0
herumführen,16,0,0
herunterfahren,16,0,0
herunterfallen,16,0,0
heruntergeladen,16,0,0
herunterkommen,16,0,0
herunterladen,16,0,0
hervorgegangen,16,0,0
herziehen,16,0,0
herzkrank,16,0,0
herzlichkeit,16,0,0
herzogin,16,0,0
herzogtum,16,0,0
herzschlag,16,0,0
herzversage,16,0,0
heterogen,16,0,0
heterosexuell,16,0,0
hetze,16,0,0
heuchelei,16,0,0
heuern,16,0,0
heuschrecke,16,0,0
heut,16,0,0
hexenkessel,16,0,0
hickhack,16,0,0
hie,16,0,0
hieb,16,0,0
hierarchisch,16,0,0
hierauf,16,0,0
hieraus,16,0,0
hierbleiben,16,0,0
hierdurch,16,0,0
hierhin,16,0,0
hierin,16,0,0
hierüber,16,0,0
hiervon,16,0,0
highschool,16,0,0
hightech,16,0,0
hilfesuchend,16,0,0
hilfsarbeiter,16,0,0
hilfslieferung,16,0,0
hilfsmaßnahme,16,0,0
hilfspaket,16,0,0
hilfsprogramm,16,0,0
hilfstransport,16,0,0
himalaja,16,0,0
himmelfahrt,16,0,0
himmelskörper,16,0,0
himmelsrichtung,16,0,0
hinausreichen,16,0,0
hinausschieben,16,0,0
hinauswachsen,16,0,0
hinauswerfen,16,0,0
hinbekommen,16,0,0
hinblättern,16,0,0
hinderlich,16,0,0
hindukusch,16,0,0
hineingehen,16,0,0
hineinkommen,16,0,0
hineinwachsen,16,0,0
hinfahren,16,0,0
hinführen,16,0,0
hinlänglich,16,0,0
hinnehmbar,16,0,0
hinsetzen,16,0,0
hintergedanke,16,0,0
hinterhalt,16,0,0
hinterhältig,16,0,0
hinterhand,16,0,0
hinterherhinken,16,0,0
hinterherlaufen,16,0,0
hinterrad,16,0,0
hinterzimmer,16,0,0
hinweistafel,16,0,0
hinwendung,16,0,0
hinwerfen,16,0,0
hinwirken,16,0,0
hinzubekommen,16,0,0
hinzugeben,16,0,0
hinzuziehen,16,0,0
hippe,16,0,0
hirt,16,0,0
hissen,16,0,0
historikerin,16,0,0
hitliste,16,0,0
hitzewelle,16,0,0
hobbygärtner,16,0,0
hobbykünstler,16,0,0
hoc,16,0,0
hochachtung,16,0,0
hochbau,16,0,0
hochbauamt,16,0,0
hochbehälter,16,0,0
hochform,16,0,0
hochfrieden,16,0,0
hochgehen,16,0,0
hochgelobt,16,0,0
hochgeschwindigkeitszug,16,0,0
hochgiftig,16,0,0
hochglanz,16,0,0
hochgradig,16,0,0
hochinteressant,16,0,0
hochkommen,16,0,0
hochkonjunktur,16,0,0
hochkultur,16,0,0
hochland,16,0,0
hochmotiviert,16,0,0
hochmut,16,0,0
hochprozentig,16,0,0
hochrechnen,16,0,0
hochsaison,16,0,0
hochschulabsolvent,16,0,0
hochsommer,16,0,0
hochsommerlich,16,0,0
hochspannung,16,0,0
hochstehend,16,0,0
höchstgericht,16,0,0
höchstgrenze,16,0,0
hochstimmung,16,0,0
höchstmaß,16,0,0
höchsttemperatur,16,0,0
hochtechnologie,16,0,0
hochverdient,16,0,0
hochverschuldet,16,0,0
hochwald,16,0,0
hochzeitstag,16,0,0
hockenheimring,16,0,0
hofe,16,0,0
hoffnungsfroh,16,0,0
hoffnungslosigkeit,16,0,0
hoffnungsschimmer,16,0,0
höfisch,16,0,0
hofmeister,16,0,0
hofstaat,16,0,0
hoftheater,16,0,0
höhenlage,16,0,0
höhenunterschied,16,0,0
höherklassig,16,0,0
hohlraum,16,0,0
höhnen,16,0,0
höhnisch,16,0,0
höllisch,16,0,0
holzbau,16,0,0
holzweg,16,0,0
homöopathie,16,0,0
homöopathisch,16,0,0
honoriert,16,0,0
hopfen,16,0,0
hörbuch,16,0,0
hörgerät,16,0,0
horoskop,16,0,0
horrorfilm,16,0,0
horten,16,0,0
hosentasche,16,0,0
hospizverein,16,0,0
hotelgast,16,0,0
hub,16,0,0
huf,16,0,0
hügelig,16,0,0
huldigung,16,0,0
humanismus,16,0,0
humanität,16,0,0
hummel,16,0,0
